Country,ISO,Sex,Year,Mean_BMI_children,Prevalence_obesity_children,Prevalence_overweight_children,Prevalence_underweight_children,Mean_BMI_adults,Prevalence_obesity_adults,Prevalence_underweight_adults,Prevalence_morbid_obesity_adults,Diabetes_prevalence,Systolic_blood_pressure,Prevalence_raised_blood_pressure,Region,Superregion,Years_of_education,Urbanisation,Western_diet_score,GDP_USD
United Kingdom,GBR,Female,1976,18.54665555,0.031436601,0.183854334,0.100348768,23.55973124,0.115099251,0.037100176,0.004328586,NA,124.2441356,0.280056026,High-income English-speaking countries,High-income Western countries,9.6495,0.7786,2.186647745,17518.44336
United Kingdom,GBR,Male,1976,18.16211311,0.024879651,0.156991816,0.116698046,24.19999555,0.084076231,0.017910314,0.000487083,NA,130.1404078,0.375765773,High-income English-speaking countries,High-income Western countries,9.6495,0.7786,2.186647745,17518.44336
United Kingdom,GBR,Female,1977,18.61620551,0.032912545,0.188027467,0.098209237,23.65450107,0.117876732,0.036115187,0.004615574,NA,124.4324928,0.276707614,High-income English-speaking countries,High-income Western countries,9.7975,0.7802,2.159152375,17918.17969
United Kingdom,GBR,Male,1977,18.22759343,0.026115842,0.160732091,0.115055023,24.27156526,0.086616982,0.01723243,0.000531768,NA,130.3407314,0.373421551,High-income English-speaking countries,High-income Western countries,9.7975,0.7802,2.159152375,17918.17969
United Kingdom,GBR,Female,1978,18.68760832,0.034524063,0.19241303,0.096134027,23.75080908,0.120785547,0.035154213,0.004930407,NA,124.6286604,0.273512865,High-income English-speaking countries,High-income Western countries,9.9425,0.7818,2.150920094,18507.79102
United Kingdom,GBR,Male,1978,18.29453255,0.027487169,0.164698559,0.113449373,24.34499256,0.08927746,0.016580821,0.000582876,NA,130.545302,0.371177792,High-income English-speaking countries,High-income Western countries,9.9425,0.7818,2.150920094,18507.79102
United Kingdom,GBR,Female,1979,18.76133803,0.036272467,0.196987157,0.094101587,23.84975107,0.123823288,0.034215051,0.005272876,NA,124.8306101,0.270419437,High-income English-speaking countries,High-income Western countries,10.084,0.7834,2.140879187,18997.4668
United Kingdom,GBR,Male,1979,18.3636318,0.029007233,0.168866958,0.111891561,24.42155978,0.092057194,0.015958576,0.000641378,NA,130.7563686,0.368978445,High-income English-speaking countries,High-income Western countries,10.084,0.7834,2.140879187,18997.4668
United Kingdom,GBR,Female,1980,18.83666939,0.038143362,0.201705171,0.092127631,23.95140752,0.126985841,0.03330233,0.005646726,0.039925509,125.0431357,0.267411831,High-income English-speaking countries,High-income Western countries,10.2215,0.785,2.124489042,18597.73047
United Kingdom,GBR,Male,1980,18.43393241,0.030663387,0.17322158,0.110387156,24.50090154,0.094963937,0.015362076,0.0007078,0.047561896,130.9722314,0.366776689,High-income English-speaking countries,High-income Western countries,10.2215,0.785,2.124489042,18597.73047
United Kingdom,GBR,Female,1981,18.91315913,0.040085918,0.20641392,0.090258312,24.05447287,0.13018881,0.032437944,0.00604716,0.040216019,125.261247,0.264372562,High-income English-speaking countries,High-income Western countries,10.356,0.7848,2.101000437,18337.90234
United Kingdom,GBR,Male,1981,18.50427128,0.032403652,0.177570891,0.108975044,24.58184681,0.097919404,0.01480504,0.000781946,0.047861329,131.1868966,0.364467441,High-income English-speaking countries,High-income Western countries,10.356,0.7848,2.101000437,18337.90234
United Kingdom,GBR,Female,1982,18.99019047,0.042086014,0.211122254,0.088487823,24.159719,0.133451973,0.03161339,0.006473586,0.0405601,125.4833423,0.261364398,High-income English-speaking countries,High-income Western countries,10.4865,0.7846,2.08633431,18717.65234
United Kingdom,GBR,Male,1982,18.57341402,0.034234877,0.181950125,0.107653295,24.66543569,0.100941959,0.014282942,0.000864532,0.048230146,131.4074928,0.362083617,High-income English-speaking countries,High-income Western countries,10.4865,0.7846,2.08633431,18717.65234
United Kingdom,GBR,Female,1983,19.06809057,0.044148615,0.215833645,0.086816589,24.26709699,0.136773653,0.03083112,0.006929367,0.040949505,125.7109044,0.258369749,High-income English-speaking countries,High-income Western countries,10.6125,0.7844,2.057143394,19387.21094
United Kingdom,GBR,Male,1983,18.64132096,0.036161694,0.186388252,0.106398349,24.75154269,0.104031452,0.013791342,0.000956726,0.048661783,131.6308232,0.359546447,High-income English-speaking countries,High-income Western countries,10.6125,0.7844,2.057143394,19387.21094
United Kingdom,GBR,Female,1984,19.1466617,0.046276851,0.220574077,0.085223217,24.37637875,0.140161749,0.030084783,0.007416741,0.041382752,125.9399968,0.255346274,High-income English-speaking countries,High-income Western countries,10.735,0.7842,2.014406158,19876.88672
United Kingdom,GBR,Male,1984,18.70888355,0.038194821,0.190886127,0.105203678,24.84044139,0.107204967,0.013334426,0.001059383,0.049139564,131.8502289,0.356702122,High-income English-speaking countries,High-income Western countries,10.735,0.7842,2.014406158,19876.88672
United Kingdom,GBR,Female,1985,19.22683468,0.048473836,0.225319436,0.083708144,24.48725647,0.143627166,0.029371112,0.007936324,0.041841651,126.1718772,0.252328432,High-income English-speaking countries,High-income Western countries,10.8535,0.784,1.975416275,20566.43359
United Kingdom,GBR,Male,1985,18.77556251,0.040331513,0.195439451,0.104071642,24.93231714,0.110485192,0.012907085,0.001172919,0.049648601,132.069685,0.353603522,High-income English-speaking countries,High-income Western countries,10.8535,0.784,1.975416275,20566.43359
United Kingdom,GBR,Female,1986,19.30790871,0.050729524,0.2300794,0.082260949,24.59944952,0.147159967,0.028689738,0.00848835,0.042311576,126.4101163,0.249356697,High-income English-speaking countries,High-income Western countries,10.97,0.7834,1.93418478,21355.91406
United Kingdom,GBR,Male,1986,18.84163243,0.042549018,0.200039977,0.103007812,25.02705826,0.1138683,0.012508859,0.001299085,0.050187876,132.2941974,0.350279633,High-income English-speaking countries,High-income Western countries,10.97,0.7834,1.93418478,21355.91406
United Kingdom,GBR,Female,1987,19.38977706,0.053042617,0.234822422,0.080880999,24.71293968,0.150768789,0.028041084,0.009075512,0.042813882,126.6561986,0.246432916,High-income English-speaking countries,High-income Western countries,11.0785,0.7828,1.899060157,22275.30859
United Kingdom,GBR,Male,1987,18.9066286,0.044868771,0.204699208,0.10198398,25.12419954,0.117363798,0.012135126,0.001439036,0.050780579,132.5278026,0.346865953,High-income English-speaking countries,High-income Western countries,11.0785,0.7828,1.899060157,22275.30859
United Kingdom,GBR,Female,1988,19.47237793,0.055415454,0.239581438,0.079573142,24.82806224,0.154473851,0.027420007,0.00969989,0.043311752,126.898433,0.243520209,High-income English-speaking countries,High-income Western countries,11.1815,0.7822,1.857028674,23334.60938
United Kingdom,GBR,Male,1988,18.97037026,0.047286438,0.209430873,0.100997183,25.22393143,0.120982463,0.01178254,0.001594978,0.051393474,132.7601004,0.343211716,High-income English-speaking countries,High-income Western countries,11.1815,0.7822,1.857028674,23334.60938
United Kingdom,GBR,Female,1989,19.55520582,0.057843914,0.244338567,0.078331635,24.94455169,0.158262015,0.026818685,0.010362321,0.043836082,127.1259246,0.240580548,High-income English-speaking countries,High-income Western countries,11.2805,0.7816,1.820468566,23804.29883
United Kingdom,GBR,Male,1989,19.03455577,0.049804669,0.214231351,0.100040266,25.32659423,0.12473526,0.011447265,0.001769451,0.052056471,132.9897331,0.339419637,High-income English-speaking countries,High-income Western countries,11.2805,0.7816,1.820468566,23804.29883
United Kingdom,GBR,Female,1990,19.63770462,0.060322458,0.249120748,0.077140204,25.06252395,0.162164271,0.026233513,0.011067059,0.044333125,127.3266217,0.237562048,High-income English-speaking countries,High-income Western countries,11.3785,0.781,1.78107366,23924.2207
United Kingdom,GBR,Male,1990,19.09988966,0.052428164,0.219106351,0.099112376,25.4328426,0.128622574,0.011127133,0.001964288,0.052719907,133.2003407,0.335359786,High-income English-speaking countries,High-income Western countries,11.3785,0.781,1.78107366,23924.2207
United Kingdom,GBR,Female,1991,19.71988331,0.062871354,0.253953209,0.075984839,25.1831321,0.1662485,0.02564962,0.011824077,0.044804294,127.4836182,0.234430167,High-income English-speaking countries,High-income Western countries,11.4755,0.7816,1.739045466,23542.09961
United Kingdom,GBR,Male,1991,19.16671209,0.055175738,0.224117169,0.098194061,25.54185888,0.132703981,0.010815298,0.00218268,0.053413838,133.3821635,0.331041606,High-income English-speaking countries,High-income Western countries,11.4755,0.7816,1.739045466,23542.09961
United Kingdom,GBR,Female,1992,19.80095739,0.06549285,0.258825465,0.074880623,25.30559914,0.170497722,0.025071682,0.012634856,0.045264916,127.5815907,0.231117731,High-income English-speaking countries,High-income Western countries,11.5715,0.7822,1.701076174,23782.50391
United Kingdom,GBR,Male,1992,19.23488135,0.058032141,0.229226086,0.097290617,25.65292261,0.136980753,0.010511476,0.002425852,0.054129665,133.5208213,0.326431793,High-income English-speaking countries,High-income Western countries,11.5715,0.7822,1.701076174,23782.50391
United Kingdom,GBR,Female,1993,19.88059396,0.068157377,0.263712807,0.073816941,25.42927467,0.174914758,0.024500937,0.013498411,0.045711189,127.6030312,0.227529042,High-income English-speaking countries,High-income Western countries,11.667,0.7828,1.637670225,24553.69141
United Kingdom,GBR,Male,1993,19.30477863,0.061012504,0.234432846,0.096402645,25.76570189,0.141459966,0.010214528,0.002696147,0.054804061,133.5942378,0.321320154,High-income English-speaking countries,High-income Western countries,11.667,0.7828,1.637670225,24553.69141
United Kingdom,GBR,Female,1994,19.95872883,0.070838497,0.268537194,0.072799731,25.55307728,0.179501122,0.023934327,0.014417282,0.046143309,127.5372135,0.223677659,High-income English-speaking countries,High-income Western countries,11.7615,0.7834,1.592636806,25704.41406
United Kingdom,GBR,Male,1994,19.37570979,0.06406049,0.239693602,0.095538383,25.87951235,0.146130148,0.009922699,0.002996186,0.055463075,133.6020967,0.315816846,High-income English-speaking countries,High-income Western countries,11.7615,0.7834,1.592636806,25704.41406
United Kingdom,GBR,Female,1995,20.03545061,0.073522939,0.273294885,0.071838681,25.67639516,0.184228198,0.023376787,0.015394366,0.046572965,127.3882858,0.219565064,High-income English-speaking countries,High-income Western countries,11.855,0.784,1.538208726,26542.3418
United Kingdom,GBR,Male,1995,19.44750565,0.067180831,0.244968893,0.094711405,25.99382672,0.15096929,0.009636089,0.003327938,0.056132324,133.5422701,0.309941536,High-income English-speaking countries,High-income Western countries,11.855,0.784,1.538208726,26542.3418
United Kingdom,GBR,Female,1996,20.11026987,0.076200016,0.277957257,0.070930581,25.79857115,0.189070261,0.022833419,0.016426017,0.046979988,127.1648831,0.215242218,High-income English-speaking countries,High-income Western countries,11.947,0.7846,1.503896244,27399.16211
United Kingdom,GBR,Male,1996,19.51919946,0.0703655,0.250257564,0.093927429,26.10841902,0.1559678,0.009354522,0.003694966,0.056812589,133.4218599,0.303820417,High-income English-speaking countries,High-income Western countries,11.947,0.7846,1.503896244,27399.16211
United Kingdom,GBR,Female,1997,20.1837741,0.07882013,0.282450866,0.070089661,25.91826208,0.194028336,0.022304157,0.017512854,0.047357357,126.8728112,0.210716623,High-income English-speaking countries,High-income Western countries,12.038,0.7852,1.458264859,28517.60156
United Kingdom,GBR,Male,1997,19.59041058,0.073594663,0.255558226,0.093174308,26.22220688,0.161127499,0.009079546,0.004097698,0.057458516,133.2435049,0.297380732,High-income English-speaking countries,High-income Western countries,12.038,0.7852,1.458264859,28517.60156
United Kingdom,GBR,Female,1998,20.25408889,0.081404357,0.286788358,0.069303814,26.03415393,0.199066295,0.021795861,0.018649625,0.047711436,126.5244111,0.206040871,High-income English-speaking countries,High-income Western countries,12.1275,0.7858,1.423448104,29448.89258
United Kingdom,GBR,Male,1998,19.66079551,0.076822434,0.260756312,0.092475999,26.33501965,0.166443671,0.008811831,0.004536471,0.058096813,133.0122132,0.290736654,High-income English-speaking countries,High-income Western countries,12.1275,0.7858,1.423448104,29448.89258
United Kingdom,GBR,Female,1999,20.32025566,0.083893069,0.290883642,0.068576059,26.14532314,0.20418305,0.021310531,0.019836279,0.048034615,126.1272535,0.20124641,High-income English-speaking countries,High-income Western countries,12.216,0.7864,1.399919879,30213.30469
United Kingdom,GBR,Male,1999,19.72968932,0.080032158,0.265820208,0.09182192,26.44659012,0.171884702,0.008550473,0.005012339,0.058721548,132.7354789,0.283981363,High-income English-speaking countries,High-income Western countries,12.216,0.7864,1.399919879,30213.30469
United Kingdom,GBR,Female,2000,20.38035219,0.086221727,0.294691485,0.0679145,26.25058188,0.209350873,0.020850917,0.021067781,0.048330443,125.679229,0.196281817,High-income English-speaking countries,High-income Western countries,12.303,0.787,1.361581986,31418.83008
United Kingdom,GBR,Male,2000,19.79581601,0.083161947,0.270681811,0.091221882,26.55601653,0.177428747,0.008297439,0.005523421,0.05934293,132.4112406,0.277008155,High-income English-speaking countries,High-income Western countries,12.303,0.787,1.361581986,31418.83008
United Kingdom,GBR,Female,2001,20.43283002,0.088408862,0.298255918,0.06730332,26.34985319,0.214631688,0.020402974,0.02235902,0.048585804,125.1776962,0.191198198,High-income English-speaking countries,High-income Western countries,12.3885,0.7894,1.341599136,31981.93359
United Kingdom,GBR,Male,2001,19.85816103,0.086202176,0.275380443,0.090648931,26.66341241,0.183120078,0.008049658,0.006076411,0.059955523,132.0522027,0.269952814,High-income English-speaking countries,High-income Western countries,12.3885,0.7894,1.341599136,31981.93359
United Kingdom,GBR,Female,2002,20.47429931,0.090374329,0.301471299,0.066761293,26.44251274,0.219983571,0.019968795,0.023704634,0.048809843,124.6429506,0.18608953,High-income English-speaking countries,High-income Western countries,12.472,0.7918,1.335598463,32577.77734
United Kingdom,GBR,Male,2002,19.91113541,0.089102437,0.279862511,0.090101656,26.76542593,0.188962925,0.007808408,0.006673604,0.060586943,131.6686789,0.262940574,High-income English-speaking countries,High-income Western countries,12.472,0.7918,1.335598463,32577.77734
United Kingdom,GBR,Female,2003,20.50209373,0.092081965,0.30430561,0.066283658,26.52770238,0.225391998,0.019550872,0.025099073,0.04900321,124.0833249,0.18099676,High-income English-speaking countries,High-income Western countries,12.5545,0.7942,1.342047934,33706.92969
United Kingdom,GBR,Male,2003,19.95084055,0.091819482,0.28406983,0.089591564,26.8615675,0.194908486,0.007572461,0.007314966,0.061234796,131.2690196,0.256040401,High-income English-speaking countries,High-income Western countries,12.5545,0.7942,1.342047934,33706.92969
United Kingdom,GBR,Female,2004,20.51666769,0.093494029,0.306740384,0.065874796,26.60579829,0.230833045,0.019152719,0.026535116,0.049158763,123.5062246,0.175898499,High-income English-speaking countries,High-income Western countries,12.635,0.7966,1.35398896,34579.20313
United Kingdom,GBR,Male,2004,19.97634313,0.094315623,0.287891136,0.089149173,26.95080574,0.200956224,0.007341019,0.007998922,0.061869002,130.8549098,0.249272279,High-income English-speaking countries,High-income Western countries,12.635,0.7966,1.35398896,34579.20313
United Kingdom,GBR,Female,2005,20.51701851,0.094594592,0.308731501,0.065527741,26.67691931,0.236293973,0.018774401,0.028017056,0.049262251,122.9225517,0.170825514,High-income English-speaking countries,High-income Western countries,12.7145,0.799,1.36350565,35453.50781
United Kingdom,GBR,Male,2005,19.98722359,0.096558594,0.291293239,0.088770376,27.0322719,0.207084167,0.007117548,0.008728612,0.062458187,130.434734,0.24261231,High-income English-speaking countries,High-income Western countries,12.7145,0.799,1.36350565,35453.50781
United Kingdom,GBR,Female,2006,20.50681888,0.095376067,0.310320653,0.065236539,26.74182948,0.241786358,0.018408916,0.029538805,0.049303305,122.3410145,0.165758211,High-income English-speaking countries,High-income Western countries,12.792,0.8018,1.37701116,36163.45313
United Kingdom,GBR,Male,2006,19.98694157,0.098566781,0.294322958,0.088443718,27.1062255,0.213292374,0.006899469,0.009506171,0.062967818,130.0136782,0.236043866,High-income English-speaking countries,High-income Western countries,12.792,0.8018,1.37701116,36163.45313
United Kingdom,GBR,Female,2007,20.49093687,0.095905392,0.311585133,0.064976407,26.80137111,0.24728627,0.018057339,0.031107635,0.049317277,121.7672589,0.160731781,High-income English-speaking countries,High-income Western countries,12.8685,0.8046,1.387484773,37112.75
United Kingdom,GBR,Male,2007,19.97951187,0.100330911,0.296953536,0.088149826,27.17214568,0.219575513,0.006686958,0.010331299,0.063453031,129.5919234,0.229573745,High-income English-speaking countries,High-income Western countries,12.8685,0.8046,1.387484773,37112.75
United Kingdom,GBR,Female,2008,20.47178371,0.096178758,0.312518523,0.064753509,26.85566551,0.252796165,0.017722125,0.032711564,0.049306436,121.1970171,0.155731823,High-income English-speaking countries,High-income Western countries,12.943,0.8074,1.37153511,36538.46875
United Kingdom,GBR,Male,2008,19.96584577,0.101836515,0.299183684,0.087892854,27.23012434,0.225929201,0.006482675,0.011208135,0.063864887,129.1578933,0.223044927,High-income English-speaking countries,High-income Western countries,12.943,0.8074,1.37153511,36538.46875
United Kingdom,GBR,Female,2009,20.4515354,0.096214425,0.313192712,0.064542224,26.9055463,0.258322592,0.017401254,0.034357327,0.049279193,120.6286917,0.150828049,High-income English-speaking countries,High-income Western countries,13.0165,0.8102,1.36399142,34388.18359
United Kingdom,GBR,Male,2009,19.94881064,0.103135053,0.301066464,0.087651502,27.28023077,0.232345655,0.006285777,0.012138834,0.064207438,128.710575,0.216560261,High-income English-speaking countries,High-income Western countries,13.0165,0.8102,1.36399142,34388.18359
United Kingdom,GBR,Female,2010,20.43191042,0.096074112,0.313667529,0.064338406,26.94987311,0.263839267,0.017095087,0.03603965,0.049281283,120.0633239,0.146023227,High-income English-speaking countries,High-income Western countries,13.0875,0.813,1.350087205,34685.97656
United Kingdom,GBR,Male,2010,19.92988622,0.104222864,0.302598897,0.087429055,27.32199832,0.238806949,0.006096413,0.013128398,0.064568572,128.2489215,0.21008566,High-income English-speaking countries,High-income Western countries,13.0875,0.813,1.350087205,34685.97656
United Kingdom,GBR,Female,2011,20.41436027,0.095786218,0.313961556,0.064151019,26.98844321,0.269344989,0.016800458,0.037761439,0.049318927,119.5024859,0.141356334,High-income English-speaking countries,High-income Western countries,13.158,0.8156,1.345961953,34800.45703
United Kingdom,GBR,Male,2011,19.91103503,0.105151944,0.303855529,0.087211402,27.35576851,0.245296096,0.005915879,0.014174675,0.064965354,127.7803529,0.203688028,High-income English-speaking countries,High-income Western countries,13.158,0.8156,1.345961953,34800.45703
United Kingdom,GBR,Female,2012,20.39821369,0.095397388,0.314133276,0.063979063,27.02335792,0.274836802,0.016521254,0.039520048,0.049328681,118.9394216,0.136787786,High-income English-speaking countries,High-income Western countries,13.2265,0.8182,1.366925283,34657.8125
United Kingdom,GBR,Male,2012,19.89228749,0.105950394,0.30488876,0.087007539,27.38347748,0.251833588,0.005741963,0.015287231,0.065332873,127.316714,0.197454682,High-income English-speaking countries,High-income Western countries,13.2265,0.8182,1.366925283,34657.8125
United Kingdom,GBR,Female,2013,20.38294387,0.094957547,0.314242651,0.063816325,27.05638944,0.280345622,0.016255218,0.041329544,0.049375214,118.3762887,0.132334644,High-income English-speaking countries,High-income Western countries,13.294,0.8208,1.368344196,35041.25
United Kingdom,GBR,Male,2013,19.87533342,0.106669312,0.305757457,0.086816565,27.40762472,0.258441181,0.005575886,0.01647419,0.065743835,126.8511945,0.191331303,High-income English-speaking countries,High-income Western countries,13.294,0.8208,1.368344196,35041.25
United Kingdom,GBR,Female,2014,20.36790869,0.094507268,0.314336915,0.063683209,27.08871367,0.285897828,0.016000697,0.043191272,0.049460228,117.8095011,0.127981672,High-income English-speaking countries,High-income Western countries,13.3595,0.8234,1.369763109,35424.26563
United Kingdom,GBR,Male,2014,19.86124013,0.107335883,0.306522062,0.086666901,27.4298954,0.265125589,0.005415444,0.017740475,0.066201465,126.3828669,0.185329845,High-income English-speaking countries,High-income Western countries,13.3595,0.8234,1.369763109,35424.26563
United Kingdom,GBR,Female,2015,20.3550165,0.094075623,0.314422128,0.0635733,27.12053088,0.291493736,0.015757327,0.045103956,NA,117.2372869,0.123736787,High-income English-speaking countries,High-income Western countries,13.424,0.826,1.371182022,35974.24219
United Kingdom,GBR,Male,2015,19.85128051,0.107992364,0.307283186,0.086564242,27.452503,0.271906579,0.005260861,0.019092756,NA,125.9109798,0.179494773,High-income English-speaking countries,High-income Western countries,13.424,0.826,1.371182022,35974.24219
United Kingdom,GBR,Female,2016,20.34267755,0.093657614,0.314503529,0.063489289,27.15190484,0.297127166,0.01552427,0.047076732,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,Male,2016,19.84330893,0.10868789,0.308050055,0.086508041,27.47505756,0.278766217,0.005114006,0.020534442,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,USA,Female,1975,19.32716042,0.056222709,0.189140458,0.115110282,24.71959003,0.138201456,0.044751675,0.012627553,NA,125.0300505,0.224567853,High-income English-speaking countries,High-income Western countries,11.6545,0.737,1.524036101,25796.45703
United States of America,USA,Male,1975,19.21397486,0.054886637,0.188970839,0.118727926,25.28900402,0.107136122,0.018831101,0.002405635,NA,130.7478234,0.304457905,High-income English-speaking countries,High-income Western countries,11.6545,0.737,1.524036101,25796.45703
United States of America,USA,Female,1976,19.37699553,0.058646866,0.194084858,0.112511731,24.79399033,0.141961075,0.043438713,0.013426561,NA,124.3878725,0.218432821,High-income English-speaking countries,High-income Western countries,11.7425,0.737,1.507082951,26938.43555
United States of America,USA,Male,1976,19.23696746,0.057620213,0.193764451,0.116856341,25.34771879,0.110666103,0.018022079,0.002611217,NA,130.2776756,0.297351836,High-income English-speaking countries,High-income Western countries,11.7425,0.737,1.507082951,26938.43555
United States of America,USA,Female,1977,19.42810968,0.061133161,0.199076385,0.110019521,24.86715006,0.145755195,0.042188037,0.01426762,NA,123.7457197,0.212369269,High-income English-speaking countries,High-income Western countries,11.829,0.737,1.492372409,27907.07813
United States of America,USA,Male,1977,19.26209422,0.060491286,0.198666127,0.115052759,25.40595955,0.114264798,0.017259834,0.002837613,NA,129.8050362,0.290244719,High-income English-speaking countries,High-income Western countries,11.829,0.737,1.492372409,27907.07813
United States of America,USA,Female,1978,19.4814757,0.06370377,0.204110722,0.107638017,24.94014933,0.149607903,0.040991749,0.015154957,NA,123.1103189,0.206428414,High-income English-speaking countries,High-income Western countries,11.9135,0.737,1.482226014,29181.60742
United States of America,USA,Male,1978,19.29280845,0.063502142,0.203664456,0.11331543,25.46529245,0.11794365,0.016539614,0.003087624,NA,129.3353069,0.283243517,High-income English-speaking countries,High-income Western countries,11.9135,0.737,1.482226014,29181.60742
United States of America,USA,Female,1979,19.5388104,0.066367972,0.209223358,0.105327554,25.01433261,0.153544409,0.039844551,0.016092832,NA,122.4844671,0.200601247,High-income English-speaking countries,High-income Western countries,11.9965,0.737,1.46810853,29813.77344
United States of America,USA,Male,1979,19.33240366,0.066654044,0.208768997,0.111644295,25.527234,0.121724575,0.015860255,0.003363515,NA,128.8650843,0.276323472,High-income English-speaking countries,High-income Western countries,11.9965,0.737,1.46810853,29813.77344
United States of America,USA,Female,1980,19.59978044,0.069148099,0.214455996,0.103093587,25.0917095,0.157590961,0.038739394,0.017092743,0.043209435,121.87699,0.195001432,High-income English-speaking countries,High-income Western countries,12.0775,0.737,1.468410241,29456.9043
United States of America,USA,Male,1980,19.3802926,0.069972061,0.214064089,0.110023015,25.59231223,0.125626358,0.01521785,0.003667401,0.046596749,128.4024018,0.269621702,High-income English-speaking countries,High-income Western countries,12.0775,0.737,1.468410241,29456.9043
United States of America,USA,Female,1981,19.66472383,0.072117763,0.219933687,0.100892571,25.175194,0.161873173,0.037643569,0.018179061,0.043492911,121.2939906,0.189610423,High-income English-speaking countries,High-income Western countries,12.158,0.7386,1.459242207,29925.92969
United States of America,USA,Male,1981,19.43495944,0.073511138,0.21964296,0.108417798,25.66244869,0.12972531,0.014608796,0.004007237,0.047243754,127.9445336,0.263134592,High-income English-speaking countries,High-income Western countries,12.158,0.7386,1.459242207,29925.92969
United States of America,USA,Female,1982,19.73328288,0.075258377,0.225640569,0.098717154,25.26510468,0.166379672,0.036562356,0.019354225,0.043835375,120.7341612,0.18450334,High-income English-speaking countries,High-income Western countries,12.236,0.7402,1.437400908,29069.44531
United States of America,USA,Male,1982,19.49453768,0.077286186,0.225534459,0.106842958,25.73790435,0.134047417,0.014025281,0.004383363,0.047963594,127.4849505,0.256699673,High-income English-speaking countries,High-income Western countries,12.236,0.7402,1.437400908,29069.44531
United States of America,USA,Female,1983,19.80562684,0.07855829,0.231563356,0.09658915,25.36107305,0.171095189,0.035498954,0.02061578,0.044254559,120.1961613,0.179672814,High-income English-speaking countries,High-income Western countries,12.313,0.7418,1.439500998,30109.46289
United States of America,USA,Male,1983,19.55873997,0.08128319,0.231732295,0.105275741,25.81829707,0.138570566,0.013471452,0.0048003,0.048793404,127.0320555,0.250487231,High-income English-speaking countries,High-income Western countries,12.313,0.7418,1.439500998,30109.46289
United States of America,USA,Female,1984,19.88136167,0.082035022,0.237685754,0.094514075,25.46292794,0.176017735,0.034456902,0.021964811,0.044770935,119.6808231,0.17506479,High-income English-speaking countries,High-income Western countries,12.388,0.7434,1.434952758,31975.37109
United States of America,USA,Male,1984,19.6274958,0.08549809,0.238192855,0.103728562,25.90340975,0.14330123,0.012949837,0.005261233,0.049725563,126.5802417,0.244419062,High-income English-speaking countries,High-income Western countries,12.388,0.7434,1.434952758,31975.37109
United States of America,USA,Female,1985,19.9607661,0.085671943,0.243981627,0.092493123,25.56969097,0.181131399,0.033445399,0.023404959,0.045342138,119.1925566,0.170736628,High-income English-speaking countries,High-income Western countries,12.4605,0.745,1.441138324,33005.1875
United States of America,USA,Male,1985,19.70059426,0.089929965,0.244906853,0.102206542,25.99341703,0.148250447,0.01246033,0.005770216,0.05075073,126.1370214,0.238605848,High-income English-speaking countries,High-income Western countries,12.4605,0.745,1.441138324,33005.1875
United States of America,USA,Female,1986,20.04326915,0.089471495,0.250450157,0.090528094,25.68078342,0.186445608,0.032464262,0.024936647,0.04596105,118.7425045,0.166754822,High-income English-speaking countries,High-income Western countries,12.5315,0.7466,1.437780727,33820.89063
United States of America,USA,Male,1986,19.77792398,0.094544109,0.251870089,0.100707772,26.08770101,0.153409421,0.011998411,0.006330832,0.051837826,125.7042232,0.232990087,High-income English-speaking countries,High-income Western countries,12.5315,0.7466,1.437780727,33820.89063
United States of America,USA,Female,1987,20.12824053,0.093414312,0.257030456,0.088609408,25.79641362,0.191931559,0.031514114,0.026557341,0.046607352,118.3315309,0.162983991,High-income English-speaking countries,High-income Western countries,12.5995,0.7482,1.41813756,34636.58984
United States of America,USA,Male,1987,19.85926516,0.099369628,0.259064533,0.099205681,26.18557589,0.15878398,0.011566148,0.006949271,0.052975321,125.2841746,0.227468908,High-income English-speaking countries,High-income Western countries,12.5995,0.7482,1.41813756,34636.58984
United States of America,USA,Female,1988,20.21578568,0.097488974,0.263716112,0.086751224,25.91618288,0.197590451,0.030596491,0.028263351,0.047282059,117.9587828,0.159474846,High-income English-speaking countries,High-income Western countries,12.6645,0.7498,1.402711563,35717.39063
United States of America,USA,Male,1988,19.94289479,0.104387599,0.266489839,0.097727875,26.28749619,0.164362166,0.011161359,0.007628347,0.054166088,124.8765891,0.222109849,High-income English-speaking countries,High-income Western countries,12.6645,0.7498,1.402711563,35717.39063
United States of America,USA,Female,1989,20.30543055,0.101699455,0.270480479,0.084952011,26.03972579,0.203387603,0.029717992,0.030047055,0.048000472,117.6230982,0.15615401,High-income English-speaking countries,High-income Western countries,12.7265,0.7514,1.380340853,36655.44531
United States of America,USA,Male,1989,20.02890961,0.109568187,0.274079573,0.096267111,26.39380328,0.170136176,0.010780208,0.008376943,0.05541876,124.4896582,0.216903001,High-income English-speaking countries,High-income Western countries,12.7265,0.7514,1.380340853,36655.44531
United States of America,USA,Female,1990,20.39623579,0.105985318,0.277289246,0.083211267,26.16717658,0.209333078,0.028865284,0.031918864,0.04873834,117.3200217,0.153007303,High-income English-speaking countries,High-income Western countries,12.7875,0.753,1.35795359,36981.72266
